681,0
682,6
683,13
684,87
685,93
686,485
687,0
688,6
689,6
690,1
691,20
692,56
693,15
694,396
695,0
696,8
697,20
698,6
699,9
700,55
701,0
702,6
703,4
704,46
705,51
706,412
707,60
708,0
709,7
710,36
711,275
712,0
713,4
714,10
715,138
716,0
717,4
718,4
719,1
720,29
721,83
722,0
723,6
724,21
725,161
726,71
727,0
728,5
729,50
730,183
731,0
732,4
733,14
734,203
735,0
736,4
737,4
738,1
739,19
740,197
741,0
742,6
743,19
744,4
745,7
746,36
747,36
748,1
749,10
750,35
751,114
752,315
753,0
754,12
755,83
756,34
757,430
758,0
759,5
760,31
761,133
762,0
763,4
764,19
765,21
766,41
767,125
768,0
769,6
770,27
771,324
772,0
773,4
774,10
775,25
776,288
777,0
778,5
779,19
780,15
781,87
782,97
783,653
784,0
785,7
786,40
787,574
788,0
789,4
790,16
791,356
792,0
793,4
794,4
795,1
796,47
797,356
798,6
799,29
800,79
801,253
802,0
803,10
804,29
805,5
806,27
807,36
808,60
809,101
810,0
811,8
812,115
813,330
814,0
815,4
816,21
817,51
818,112
819,0
820,5
821,15
822,41
823,56
824,131
825,0
826,6
827,28
828,211
829,0
830,4
831,15
832,10
833,29
834,29
835,1
836,40
837,50
838,108
839,0
840,10
841,8
842,30
843,163
844,470
845,0
846,6
847,20
848,150
849,629
850,0
851,5
852,31
853,92
854,0
855,4
856,25
857,81
858,682
859,0
860,5
861,9
862,162
863,540
864,0
865,5
866,5
867,1
868,32
869,209
870,0
871,6
872,25
873,16
874,83
875,119
876,605
877,0
878,7
879,93
880,194
881,657
882,0
883,5
884,17
885,263
886,0
887,4
888,32
889,20
890,42
891,216
892,0
893,6
894,22
895,231
896,0
897,4
898,10
899,58
900,374
901,0
902,5
903,19
904,124
905,0
906,4
907,9
908,46
909,204
910,0
911,5
912,9
913,5
914,2
915,333
916,0
917,6
918,24
919,357
920,0
921,4
922,15
923,91
924,444
925,0
926,5
927,13
928,244
929,0
930,4
931,9
932,19
933,29
934,99
935,346
936,0
937,7
938,59
939,405
940,0
941,4
942,11
943,503
944,0
945,4
946,4
947,1
948,80
949,344
950,0
951,6
952,34
953,196
954,0
955,4
956,9
957,25
958,85
959,424
960,0
961,6
962,10
963,64
964,426
965,0
966,5
967,40
968,131
969,144
970,372
971,0
972,6
973,11
974,31
975,122
976,572
977,0
978,6
979,6
980,1
981,33
982,0
983,5
984,17
985,100
986,635
987,0
988,5
989,5
990,1
991,10
992,29
993,59
994,55
995,294
996,0
997,9
998,41
999,176
1000,0
1001,4
1002,46
1003,94
1004,0
1005,4
1006,4
1007,1
1008,17
1009,24
1010,91
1011,87
1012,230
1013,0
1014,9
1015,17
1016,7
1017,79
1018,217
1019,0
1020,6
1021,41
1022,23
1023,373
1024,0
1025,5
1026,36
1027,219
1028,0
1029,4
1030,23
1031,8
1032,190
1033,0
1034,5
1035,9
1036,21
1037,220
1038,0
1039,5
1040,5
1041,1
1042,34
1043,90
1044,580
1045,0
1046,7
1047,30
1048,205
1049,0
1050,4
1051,21
1052,15
1053,130
1054,585
1055,0
1056,6
1057,36
1058,31
1059,84
1060,414
1061,549
1062,0
1063,7
1064,17
1065,49
1066,453
1067,0
1068,5
1069,28
1070,242
1071,0
1072,4
1073,22
1074,179
1075,644
1076,0
1077,5
1078,9
1079,43
1080,0
1081,4
1082,9
1083,4
1084,2
1085,170
1086,0
1087,6
1088,31
1089,30
1090,42
1091,200
1092,0
1093,6
1094,6
1095,1
1096,54
1097,809
1098,0
1099,6
1100,5
1101,23
1102,71
1103,376
1104,0
1105,6
1106,6
1107,1
1108,12
1109,354
1110,0
1111,6
1112,5
1113,12
1114,5
1115,2
1116,31
1117,28
1118,48
1119,580
1120,75
1121,0
1122,11
1123,149
1124,0
1125,3
1126,482
1127,0
1128,3
1129,3
1130,1
1131,23
1132,30
1133,43
1134,54
1135,38
1136,664
1137,0
1138,10
1139,147
1140,0
1141,3
1142,12
1143,29
1144,151
1145,0
1146,5
1147,32
1148,259
1149,0
1150,4
1151,67
1152,985
1153,0
1154,4
1155,4
1156,1
1157,26
1158,895
1159,0
1160,6
1161,49
1162,96
1163,609
1164,0
1165,5
1166,19
1167,234
1168,742
1169,0
1170,5
1171,5
1172,1
1173,16
1174,300
1175,0
1176,6
1177,16
1178,4
1179,23
1180,48
1181,62
1182,734
1183,0
1184,8
1185,153
1186,0
1187,3
1188,46
1189,186
1190,0
1191,4
1192,13
1193,265
1194,0
1195,4
1196,4
1197,1
1198,25
1199,241
1200,0
1201,6
1202,25
1203,4
1204,7
1205,141
1206,0
1207,6
1208,6
1209,1
1210,12
1211,68
1212,897
1213,0
1214,7
1215,10
1216,77
1217,924
1218,0
1219,5
1220,48
1221,40
1222,254
1223,0
1224,5
1225,5
1226,1
1227,17
1228,163
1229,385
1230,0
1231,7
1232,17
1233,5
1234,8
1235,50
1236,398
1237,0
1238,7
1239,7
1240,1
1241,14
1242,508
1243,0
1244,6
1245,36
1246,188
1247,0
1248,4
1249,45
1250,1184
1251,0
1252,4
1253,4
1254,1
1255,14
1256,14
1257,1
1258,3
1259,71
1260,157
1261,0
1262,10
1263,47
1264,467
1265,0
1266,4
1267,13
1268,75
1269,148
1270,0
1271,5
1272,38
1273,137
1274,0
1275,4
1276,9
1277,194
1278,397
1279,0
1280,5
1281,9
1282,5
1283,2
1284,168
1285,0
1286,6
1287,42
1288,197
1289,548
1290,0
1291,5
1292,9
1293,11
1294,171
1295,0
1296,5
1297,5
1298,1
1299,41
1300,278
1301,0
1302,6
1303,16
1304,126
1305,0
1306,4
1307,31
1308,191
1309,0
1310,4
1311,4
1312,1
1313,14
1314,57
1315,885
1316,0
1317,7
1318,78
1319,899
1320,0
1321,4
1322,10
1323,60
1324,515
1325,0
1326,5
1327,29
1328,184
1329,875
1330,0
1331,5
1332,5
1333,1
1334,21
1335,283
1336,0
1337,6
1338,35
1339,588
1340,0
1341,4
1342,20
1343,453
1344,277
1345,0
1346,5
1347,14
1348,34
1349,306
1350,0
1351,5
1352,5
1353,1
1354,20
1355,12
1356,145
1357,0
1358,7
1359,41
1360,60
1361,37
1362,1124
1363,0
1364,6
1365,27
1366,559
1367,0
1368,4
1369,27
1370,4
1371,2
1372,88
1373,1028
1374,0
1375,7
1376,17
1377,144
1378,408
1379,0
1380,5
1381,28
1382,264
1383,906
1384,0
1385,5
1386,5
1387,1
1388,34
1389,40
1390,168
1391,106
1392,0
1393,8
1394,159
1395,0
1396,3
1397,138
1398,682
1399,540
1400,536
1401,0
1402,6
1403,38
1404,131
1405,436
1406,0
1407,5
1408,21
1409,74
1410,952
1411,0
1412,5
1413,5
1414,1
1415,27
1416,46
1417,228
1418,1079
1419,0
1420,8
1421,27
1422,6
1423,20
1424,69
1425,1025
1426,0
1427,7
1428,52
1429,0
1430,3
1431,34
1432,43
1433,299
1434,0
1435,5
1436,22
1437,363
1438,777
1439,0
1440,5
1441,5
1442,1
1443,28
1444,62
1445,263
1446,560
1447,0
1448,8
1449,28
1450,6
1451,28
1452,2
1453,81
1454,596
1455,0
1456,8
1457,8
1458,1
1459,16
1460,156
1461,1129
1462,0
1463,7
1464,36
1465,219
1466,438
1467,0
1468,5
1469,27
1470,48
1471,250
1472,0
1473,5
1474,5
1475,1
1476,17
1477,100
1478,492
1479,0
1480,7
1481,17
1482,5
1483,8
1484,26
1485,327
1486,0
1487,7
1488,7
1489,1
1490,14
1491,143
1492,906
1493,109
1494,0
1495,8
1496,12
1497,141
1498,292
1499,0
1500,5
1501,18
1502,997
1503,0
1504,4
1505,134
1506,0
1507,3
1508,77
1509,292
1510,11
1511,217
1512,493
1513,0
1514,7
1515,26
1516,31
1517,209
1518,648
1519,0
1520,6
1521,70
1522,1257
1523,0
1524,4
1525,20
1526,102
1527,1021
1528,0
1529,5
1530,29
1531,203
1532,797
1533,0
1534,5
1535,5
1536,1
1537,47
1538,274
1539,0
1540,6
1541,20
1542,16
1543,83
1544,669
1545,0
1546,6
1547,6
1548,1
1549,12
1550,53
1551,1053
1552,0
1553,7
1554,39
1555,1376
1556,0
1557,4
1558,33
1559,577
1560,0
1561,4
1562,4
1563,1
1564,15
1565,512
1566,0
1567,6
1568,20
1569,27
1570,100
1571,93
1572,692
1573,0
1574,7
1575,21
1576,167
1577,0
1578,4
1579,16
1580,37
1581,219
1582,116
1583,944
1584,0
1585,7
1586,11
1587,76
1588,0
1589,4
1590,11
1591,4
1592,2
1593,140
1594,1295
1595,0
1596,7
1597,11
1598,7
1599,2
1600,7
1601,2
1602,2
1603,1
1604,40
1605,215
1606,0
1607,11
1608,10
1609,286
1610,0
1611,4
1612,20
1613,44
1614,985
1615,462
1616,0
1617,6
1618,50
1619,383
1620,0
1621,4
1622,10
1623,14
1624,133
1625,863
1626,0
1627,6
1628,10
1629,6
1630,2
1631,28
1632,180
1633,0
1634,7
1635,34
1636,204
1637,727
1638,0
1639,5
1640,104
1641,1384
1642,0
1643,4
1644,22
1645,208
1646,0
1647,4
1648,4
1649,1
1650,46
1651,234
1652,484
1653,0
1654,7
1655,20
1656,43
1657,224
1658,0
1659,5
1660,20
1661,5
1662,2
1663,32
1664,516
1665,0
1666,7
1667,12
1668,118
1669,1403
1670,0
1671,5
1672,10
1673,44
1674,60
1675,314
1676,0
1677,6
1678,48
1679,208
1680,34
1681,45
1682,432
1683,0
1684,7
1685,18
1686,184
1687,358
1688,0
1689,5
1690,18
1691,5
1692,2
1693,30
1694,561
1695,0
1696,7
1697,12
1698,30
1699,5
1700,8
1701,205
1702,653
1703,919
1704,0
1705,9
1706,413
1707,0
1708,3
1709,201
1710,1320
1711,0
1712,4
1713,64
1714,750
1715,0
1716,4
1717,4
1718,1
1719,69
1720,295
1721,0
1722,6
1723,45
1724,42
1725,437
1726,1227
1727,0
1728,6
1729,6
1730,1
1731,12
1732,34
1733,52
1734,305
1735,0
1736,8
1737,36
1738,273
1739,0
1740,4
1741,23
1742,562
1743,0
1744,4
1745,4
1746,1
1747,16
1748,168
1749,358
1750,62
1751,306
1752,402
1753,0
1754,10
1755,82
1756,0
1757,3
1758,49
1759,597
1760,0
1761,4
1762,16
1763,15
1764,199
1765,0
1766,5
1767,67
1768,616
1769,0
1770,4
1771,9
1772,66
1773,1240
1774,0
1775,5
1776,9
1777,5
1778,2
1779,86
1780,0
1781,6
1782,52
1783,49
1784,25
1785,582
1786,0
1787,6
1788,6
1789,1
1790,43
1791,134
1792,286
1793,183
1794,1063
1795,0
1796,9
1797,20
1798,137
1799,525
1800,0
1801,5
1802,24
1803,793
1804,0
1805,4
1806,35
1807,468
1808,0
1809,4
1810,4
1811,1
1812,22
1813,168
1814,65
1815,0
1816,7
1817,120
1818,0
1819,3
1820,62
1821,70
1822,300
1823,648
1824,305
1825,90
1826,782
1827,0
1828,9
1829,32
1830,166
1831,0
1832,4
1833,22
1834,21
1835,259
1836,687
1837,0
1838,6
1839,50
1840,221
1841,0
1842,4
1843,10
1844,89
1845,0
1846,4
1847,4
1848,1
1849,37
1850,269
1851,0
1852,6
1853,14
1854,230
1855,842
1856,0
1857,5
1858,56
1859,1035
1860,0
1861,4
1862,14
1863,9
1864,35
1865,58
1866,966
1867,0
1868,7
1869,52
1870,87
1871,859
1872,0
1873,5
1874,16
1875,112
1876,1057
1877,0
1878,5
1879,5
1880,1
1881,32
1882,52
1883,13
1884,616
1885,116
1886,303
1887,0
1888,10
1889,45
1890,166
1891,60
1892,217
1893,381
1894,0
1895,7
1896,27
1897,327
1898,412
1899,1192
1900,0
1901,6
1902,49
1903,119
1904,1028
1905,531
1906,0
1907,6
1908,6
1909,1
1910,29
1911,380
1912,0
1913,6
1914,5
1915,35
1916,51
1917,1099
1918,0
1919,6
1920,6
1921,1
1922,12
1923,191
1924,615
1925,0
1926,7
1927,31
1928,411
1929,0
1930,4
1931,69
1932,212
1933,1414
1934,0
1935,5
1936,21
1937,102
1938,411
1939,10
1940,51
1941,24
1942,139
1943,1529
1944,0
1945,10
1946,6
1947,26
1948,432
1949,266
1950,1382
1951,0
1952,7
1953,26
1954,6
1955,8
1956,219
1957,375
1958,0
1959,7
1960,7
1961,1
1962,40
1963,358
1964,214
1965,1391
1966,0
1967,8
1968,12
1969,46
1970,319
1971,0
1972,5
1973,37
1974,124
1975,1070
1976,0
1977,5
1978,5
1979,1
1980,18
1981,290
1982,0
1983,6
1984,29
1985,74
1986,576
1987,0
1988,5
1989,10
1990,44
1991,317
1992,0
1993,5
1994,5
1995,1
1996,16
1997,122
1998,1022
1999,0
2000,7
2001,40
2002,39
2003,448
2004,0
2005,5
2006,11
2007,399
2008,0
2009,4
2010,79
2011,993
2012,0
2013,4
2014,4
2015,1
2016,20
2017,219
2018,61
2019,1836
